07524529-n	food	care, concern, fear: an anxious feeling; "care had aged him"; "they hushed it up out of fear of public reaction"
07573103-n	enterprise publishing	canned meat, tinned meat: meat preserved in a can or tin
07585758-n	enterprise	gazpacho: a soup made with chopped tomatoes and onions and cucumbers and peppers and herbs; served cold
07586718-n	sport	pepper pot, philadelphia pepper pot: a soup made with vegetables and tripe and seasoned with peppercorns; often contains dumplings
07605198-n	religion	dragee: sugar-coated nut or fruit piece
07617344-n	biology	flummery: a bland custard or pudding especially of oatmeal
07641380-n	administration pedagogy politics	german pancake, pfannkuchen: puffy mildly sweet lemon-flavored egg mixture sprinkled with confectioners' sugar and served with jam or a wine or fruit sauce
07659425-n	religion	pin bone: part of the sirloin between the flat bone and the porterhouse
07754894-n	factotum	cacao bean, cocoa bean: seed of the cacao tree; ground roasted beans are source of chocolate
07760297-n	history politics	ribier: dark reddish-purple table grape of California
07812184-n	factotum	spice: any of a variety of pungent aromatic vegetable substances used for flavoring food
07826091-n	law	tabasco, tabasco sauce: very spicy sauce (trade name Tabasco) made from fully-aged red peppers
07848338-n	enterprise tourism	butter: an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
07857076-n	economy	garlic butter: butter seasoned with mashed garlic
07878785-n	heraldry sociology	hot stuffed tomato, stuffed tomato: tomato cases filled with various mixtures and baked briefly
07942152-n	law	people: (plural) any group of human beings (men or women or children) collectively; "old people"; "there were at least 200 people in the audience"
07976069-n	geography	carload: a gathering of passengers sufficient to fill an automobile
08168978-n	geography	body politic, commonwealth, country, land, nation, res publica, state: a politically organized body of people under a single government; "the state has elected a new president"; "African nations"; "students who had come to the nation's capitol"; "the country's largest manufacturer"; "an industrialized land"
08289089-n	geography	youth culture: young adults (a generational unit) considered as a cultural class or subculture
08311282-n	geography	city council: a municipal body that can pass ordinances and appropriate funds etc.
08375526-n	geography	lobby, pressure group, third house: a group of people who try actively to influence legislation
08388074-n	geography	few: a small elite group; "it was designed for the discriminating few"
08390374-n	geography	paratroops: infantry trained and equipped to parachute
08408115-n	geography	peepshow, raree-show: an exhibition of pictures or objects viewed through a small hole or magnifying glass
08486075-n	geography	william and mary: joint monarchs of England; William III and Mary II
08501275-n	geography	heliopause: the boundary marking the edge of the sun's influence; the boundary (roughly 100 AU from the sun) between the interplanetary medium and the interstellar medium; where the solar wind from the sun and the radiation from other stars meet
08511241-n	geography	bottom, underside, undersurface: the lower side of anything
08514865-n	administration geography nautical	fence line: a boundary line created by a fence
08541609-n	geography	commune: the smallest administrative district of several European countries
08550862-n	geography	archdiocese: the diocese of an archbishop
08602822-n	geography geology	big bend national park: a large national park in Texas featuring mountains and desert and canyons and wildlife
08719892-n	geography geology	eelam, tamil eelam: the independent state that the Tamil Tigers have fought for
08722844-n	geography geology	manchuria: a region in northeastern China
08724726-n	factotum	beijing, capital of red china, peiping, peking: capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city
08839714-n	factotum	kwajalein: an atoll in the western Marshall Islands that was used as a Japanese air and naval base during World War II
08929722-n	mythology	gallia, gaul: an ancient region of western Europe that included what is now northern Italy and France and Belgium and part of Germany and the Netherlands
08935848-n	person	dijon: an industrial city in eastern France to the north of Lyons
08950035-n	mythology	apeldoorn: a city of east central Netherlands; a popular tourist center and site of the summer residence of the Dutch royal family
08952190-n	mythology	hungary, magyarorszag, republic of hungary: a republic in central Europe
08970445-n	mythology	capital of morocco, rabat: the capital of Morocco; located in the northwestern on the Atlantic coast
08982587-n	factotum	poland, polska, republic of poland: a republic in central Europe; the invasion of Poland by Germany in 1939 started World War II
08992067-n	mythology pedagogy	pago pago, pango pango: a port in American Samoa
08999154-n	literature	horn of africa, somali peninsula: a peninsula of northeastern Africa (the easternmost part of Africa) comprising Somalia and Djibouti and Eritrea and parts of Ethiopia
09031653-n	anthropology	schweiz, suisse, svizzera, swiss confederation, switzerland: a landlocked federal republic in central Europe
09084196-n	geography	rockford: a city in northern Illinois
09108884-n	anthropology geography	butte: a town in southwestern Montana; center for mining copper
09180616-n	person	abience: (psychology) an urge to withdraw or avoid a situation or an object
09216442-n	military	bay of bengal: an arm of the Indian Ocean to the east of India
09227428-n	biology	bottom, bottomland: low-lying alluvial land near a river
09265620-n	music	declension, declination, decline, declivity, descent, downslope, fall: a downward slope or bend
09327201-n	aviation nautical	korea bay: an inlet of the Yellow Sea between the Liaodong Peninsula in China and western Korea
09352108-n	administration law	mesabi range: a range of hills in northeastern Minnesota where rich iron ore deposits were discovered in 1887
09391996-n	person	pike's peak: a mountain peak in the Rockies in central Colorado (14,109 feet high)
09433721-n	factotum	shore boulder: a boulder found on a shore remote from its place of origin
09495732-n	person	euphrosyne: (Greek mythology) one of the three Graces
09533668-n	buildings	heavenly jewel, tien-pao: a member of the Taoist Trinity
09537781-n	humanities	holy ghost, holy spirit, paraclete: the third person in the Trinity; Jesus promised the Apostles that he would send the Holy Spirit after his Crucifixion and Resurrection; it came on Pentecost
09600901-n	football	kilroy: a nonexistent person popularized by American servicemen during World War II; "Kilroy was here"
09625309-n	economy	naprapath: a therapist who practices naprapathy
09637211-n	factotum	black man: a man who is Black
09655018-n	banking money	erie: a member of an Iroquoian people formerly living on the south shore of Lake Erie in northern Ohio and northwest Pennsylvania and western New York
09665897-n	anthropology	pima: a member of the North American Indian people living in southern Arizona and northern Mexico
09711435-n	factotum	laconian: a resident of Laconia
09714694-n	person	iraki, iraqi: a native or inhabitant of Iraq; "the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government"
09722399-n	photography	mauritanian: a native or inhabitant of Mauritania
09832873-n	baseball play	bahai: a teacher of or believer in Bahaism
09840871-n	administration person	barrater, barrator: someone guilty of barratry
09848916-n	literature	bell captain: the supervisor of bellboys in a hotel
09863339-n	literature	boffin: (British slang) a scientist or technician engaged in military research
09901337-n	commerce	catechist: one who instructs catechumens in preparation for baptism (especially one using a catechism)
09934213-n	person	co-ed, college girl: a female student at a coeducational college or university
09950457-n	person	compulsive: a person with a compulsive disposition; someone who feels compelled to do certain things
09960001-n	factotum	consumptive, lunger, tubercular: a person with pulmonary tuberculosis
09965625-n	law	corespondent, co-respondent: the codefendant charged with adultery with the estranged spouse in a divorce proceeding
09967555-n	person	cossack: a member of a Slavic people living in southern European Russia and Ukraine and adjacent parts of Asia and noted for their horsemanship and military skill; they formed an elite cavalry corps in czarist Russia
10009276-n	geography history	detective, investigator, police detective, tec: a police officer who investigates crimes
10026763-n	religion	doorkeeper, ostiarius, ostiary: the lowest of the minor Holy Orders in the unreformed Western Church but now suppressed by the Roman Catholic Church
10034785-n	history	driveller, jabberer: someone whose talk is trivial drivel
10069645-n	military	executive, executive director: a person responsible for the administration of a business
10081842-n	factotum	father-figure: a man (often a powerful or influential man) who arouses emotions usually felt for your real father and with whom you identify psychologically
10118587-n	literature	galvaniser, galvanizer: a skilled worker who coats iron or steel with zinc
10142946-n	chemistry	grandmaster: a player of exceptional or world class skill in chess or bridge
10188226-n	person religion	cat burglar, housebreaker: a burglar who unlawfully breaks into and enters another person's house
10189179-n	painting	house painter: a painter of houses a similar buildings
10241024-n	physics	birthing coach, doula, labor coach, monitrice: an assistant (often the father of the soon-to-be-born child) who provides support for a woman in labor by encouraging her to use techniques learned in childbirth-preparation classes
10327143-n	history person	molecular biologist: a biologist who studies the structure and activity of macromolecules essential to life
10352208-n	history religion	negotiatress, negotiatrix: a woman negotiator
10363360-n	history religion	noticer: someone who gives formal notice
10441694-n	physics	pledger: someone who makes or gives a pledge
10453265-n	architecture painting	poor devil, wretch: someone you feel sorry for
10462429-n	history person	ball of fire, fireball, human dynamo, powerhouse: a highly energetic and indefatigable person
10465922-n	anthropology	presbyterian: a follower of Calvinism as taught in the Presbyterian Church
10468962-n	music	chair, chairman, chairperson, chairwoman, president: the officer who presides at the meetings of an organization; "address your remarks to the chairperson"
10505347-n	heraldry	rainmaker: American Indian medicine man who attempt to make it rain
10518602-n	religion school	religious: a member of a religious order who is bound by vows of poverty and chastity and obedience
10574425-n	history military politics	section man: someone who teaches a section of a large college course
10574723-n	medicine	gravida ii, secundigravida: a woman who is pregnant for the second time
10586557-n	architecture	shark: a person who is unusually skilled in certain ways; "a card shark"
10587227-n	politics	shearer: a workman who uses shears to cut leather or metal or textiles
10593618-n	art	shoveler, shoveller: a worker who shovels; "a shoveler of coal"
10594147-n	literature	shrew, termagant: a scolding nagging bad-tempered woman
10608073-n	animals biology	skycap: a porter who helps passengers with their baggage at an airport
10639238-n	music theatre	sport, summercater: (Maine colloquial) a temporary summer resident of Maine
10640327-n	literature	spotter: a worker employed at a dry-cleaning establishment to remove spots
10646032-n	literature	stainer: a worker who stains (wood or fabric)
10772289-n	electricity	webmaster: a technician who designs or maintains a website
10855834-n	biology plants	boltzmann, ludwig boltzmann: Austrian physicist who contributed to the kinetic theory of gases (1844-1906)
10864428-n	buildings plants	brinton, daniel garrison brinton: United States anthropologist who was the first to attempt a systematic classification of Native American languages (1837-1899)
10891428-n	biology plants	cattell, james mckeen cattell: American psychologist and editor (1860-1944)
10991415-n	biology plants	david garrick, garrick: English actor and theater manager who was the foremost Shakespearean actor of his day (1717-1779)
11021667-n	plants	ernst heinrich haeckel, haeckel: German biologist and philosopher; advocated Darwinism and formulated the theory of recapitulation; was an exponent of materialistic monism (1834-1919)
11027416-n	biology plants	hancock, john hancock: American revolutionary patriot who was president of the Continental Congress; was the first signer of the Declaration of Independence (1737-1793)
11052186-n	biology plants	harold hirschsprung, hirschsprung: Danish pediatrician (1830-1916)
11112377-n	biology plants	kubrick, stanley kubrick: United States filmmaker (born in 1928)
11112488-n	biology plants	kuhn, richard kuhn: Austrian chemist who did research on carotenoids and vitamins (1900-1967)
11141981-n	biology plants	lovell, sir alfred charles bernard lovell, sir bernard lovell: English astronomer who pioneered radio astronomy (born in 1913)
11248232-n	biology plants	augustus welby northmore pugin, pugin: English architect who played a prominent role in the 19th century revival of Gothic architecture (1812-1852)
11251788-n	biology plants	jean baptiste racine, jean racine, racine: French advocate of Jansenism; tragedian who based his works on Greek and Roman themes (1639-1699)
11281837-n	biology plants	john singer sargent, sargent: United States painter (born in Italy) known for his society portraits (1856-1925)
11345017-n	plants	alice b. toklas, toklas: United States writer remembered as the secretary and companion of Gertrude Stein (1877-1967)
11363657-n	biology plants	paul vernier, vernier: French mathematician who described the vernier scale (1580-1637)
11367436-n	plants	publius vergilius maro, vergil, virgil: a Roman poet; author of the epic poem `Aeneid' (70-19 BC)
11401194-n	biology plants	xenophanes: Greek philosopher (560-478 BC)
11486049-n	biology	ion beam, ionic beam: a beam of ions moving in the same direction at the same speed
11492014-n	biology plants	polarisation, polarization: the phenomenon in which waves of light or other radiation are restricted in direction of vibration
11533622-n	biology plants	apothecium: a cuplike ascocarp in many lichens and ascomycetous fungi
11643506-n	biology plants	citronwood, sandarac: durable fragrant wood; used in building (as in the roof of the cathedral at Cordova, Spain)
11654984-n	plants	common sickle pine, falcatifolium falciforme: small tropical rain forest tree of Indonesia and Malaysia
11816829-n	buildings plants	bladder campion, silene uniflora, silene vulgaris: perennial of Arctic Europe having large white flowers with inflated calyx
11896904-n	chemistry food	genus sisymbrium: genus of Old World annual or biennial or perennial herbs with racemose flowers; many are considered to be weeds
11951820-n	buildings plants	chrysopsis mariana, maryland golden aster: perennial golden aster of southeastern United States
11989636-n	biology plants	genus leucanthemum, leucanthemum: comprises plants often included in the genus Chrysanthemum
11999140-n	biology plants	genus othonna: genus of western African herbs or shrubs
12060546-n	plants	eburophyton austinae, phantom orchid, snow orchid: waxy white nearly leafless plant with stems in clusters and racemes of white flowers; northwestern United States to northern California and east to Idaho
12084158-n	biology plants	hooded ladies' tresses, spiranthes romanzoffiana: orchid having dense clusters of gently spiraling creamy white flowers with 2 upper petals forming a hood; western North America
12104238-n	biology plants	tallgrass, tall-grass: any of various grasses that are tall and that flourish with abundant moisture
12144580-n	biology plants	corn: the dried grains or kernels or corn used as animal feed or ground for meal
12161577-n	plants	buttercup squash: plant bearing somewhat drum-shaped fruit having dark green rind with greyish markings
12163456-n	biology plants	bryonia dioica, red bryony, wild hop: bryony having fleshy roots pale green flowers and very small red berries; Europe; North Africa; western Asia
12304572-n	biology plants	flowering ash, fraxinus dipetala: shrubby California ash with showy off-white flowers
12323820-n	biology plants	genus combretum: type genus of the Combretaceae: tropical and subtropical small shrubs and trees
12327528-n	biology plants	anchovy pear, anchovy pear tree, grias cauliflora: West Indian tree bearing edible fruit resembling mango
12351091-n	plants	achira, arrowroot, canna edulis, canna indica, indian shot: canna grown especially for its edible rootstock from which arrowroot starch is obtained
12468719-n	biology plants	dwarf-white trillium, early wake-robin, snow trillium: a low perennial white-flowered trillium found in the southeastern United States
12521186-n	economy	cytisus albus, cytisus multiflorus, white broom, white spanish broom: low European broom having trifoliate leaves and yellowish-white flowers
12531328-n	finance	chanal, chanar, geoffroea decorticans: thorny shrub or small tree common in central Argentina having small orange or yellow flowers followed by edible berries
12580204-n	exchange	genus wisteria: Asiatic deciduous woody vine having large drooping racemes of white or bluish or purple or pinkish flowers and velvety pods; widely grown as an ornamental
12582231-n	administration exchange law	palm, palm tree: any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves
12590842-n	insurance	euterpe, genus euterpe: a monocotyledonous genus of graceful palm trees in tropical America
12605315-n	economy	family xyridaceae, xyridaceae, yellow-eyed grass family: plants of tropical to temperate regions; usually in wet places
12613596-n	factotum	genus hydrilla: one species
12623368-n	administration economy	amelanchier, genus amelanchier: North American deciduous trees or shrubs
12667582-n	chemistry	genipa americana, genipap fruit, jagua, marmalade box: tree of the West Indies and northern South America bearing succulent edible orange-sized fruit
12879068-n	metrology	aureolaria virginica, false foxglove, gerardia virginica: sparsely branched North American perennial with terminal racemes of bright yellow flowers resembling those of the foxglove; sometimes placed in genus Gerardia
12883395-n	metrology	genus gerardia: genus of annual or perennial herbs with showy pink or purple or yellow flowers; plants often assigned to genera Aureolaria or Agalinis
12889219-n	factotum	moth mullein, verbascum blattaria: European mullein with smooth leaves and large yellow or purplish flowers; naturalized as a weed in North America
12900462-n	metrology money	capsicum, capsicum pepper plant, pepper: any of various tropical plants of the genus Capsicum bearing peppers
12967124-n	number	genus rosellinia, rosellinia: fungi having smooth perithecia with dark one-celled ascospores
12986337-n	factotum	genus hydnum, hydnum: type genus of Hydnaceae
13031474-n	factotum	jafnea semitosta: the fruiting bodies of this discomycete have a firm texture and long retain their cup shape; the pale brown interior blends with the color of dead leaves
13083461-n	transport	bedder, bedding plant: an ornamental plant suitable for planting in a flowerbed
13086556-n	factotum	field crop: a crop (other than fruits or vegetables) that is grown for agricultural purposes; "cotton, hay, and grain are field crops"
13094273-n	factotum	sorus: a spore-producing structure in certain lichens and fungi
13124019-n	geometry	rupestral plant, rupestrine plant, rupicolous plant, saxicolous plant: plants growing among rocks
13130014-n	factotum	cladode, cladophyll, phylloclad, phylloclade: a flattened stem resembling and functioning as a leaf
13158815-n	sociology	oblanceolate leaf: a leaf having a rounded apex and tapering base
13215063-n	animals	genus marattia, marattia: type genus of the Marattiaceae: ferns having the sporangia fused together in two rows
13222985-n	physiology	alpine clubmoss, lycopodium alpinum: a variety of club moss
13273836-n	medicine	dividend: a bonus; something extra (especially a share of a surplus)
13325010-n	medicine	charge per unit, rate: amount of a charge or payment relative to some basis; "a 10-minute phone call at that rate would cost $5"
13325505-n	medicine	surcharge: an additional charge (as for items previously omitted or as a penalty for failure to exercise common caution or common skill)
13326198-n	medicine	freight, freightage, freight rate: the charge for transporting something by common carrier; "we pay the freight"; "the freight rate is usually cheaper"
13334307-n	medicine	stockholding: ownership of stocks; the state or fact of holding stock; "prohibition of unrestricted intercorporate stockholding"- W.Z.Ripley
13438671-n	medicine	biochemical mechanism: a chemical mechanism involved in vital processes occurring in living organisms
13496017-n	medicine	imbibition: (chemistry) the absorption of a liquid by a solid or gel
13502205-n	medicine	inversion: a chemical process in which the direction of optical rotation of a substance is reversed from dextrorotatory to levorotary or vice versa
13504947-n	medicine	karyolysis: disintegration and dissolution of a cell nucleus when a cell dies
13542474-n	medicine	prophase: the first stage of meiosis
13543564-n	medicine	psychosexual development: (psychoanalysis) the process during which personality and sexual behavior mature through a series of stages: first oral stage and then anal stage and then phallic stage and then latency stage and finally genital stage
13570472-n	psychiatry	tripling: increase by a factor of three
13620871-n	sociology	bushel: a United States dry measure equal to 4 pecks or 2152.42 cubic inches
13666790-n	finance	bolivar: the basic unit of money in Venezuela; equal to 100 centimos
13691764-n	town_planning	colombian peso, peso: the basic unit of money in Colombia; equal to 100 centavos
13692559-n	factotum	guinea-bissau peso, peso: the basic unit of money in Guinea-Bissau; equal to 100 centavos
13699313-n	factotum	armenian monetary unit: monetary unit in Armenia
13702396-n	money tax	tajikistani monetary unit: monetary unit in Tajikistan
13706993-n	factotum	tanzanian monetary unit: monetary unit in Tanzania
13770635-n	chemistry	teacup, teacupful: as much as a teacup will hold
13777211-n	chemistry	small fortune: a large sum of money; "he made a small fortune in the commodities market"
13823287-n	geology	fuel consumption rate, gas mileage, gasoline mileage, mileage: the ratio of the number of miles traveled to the number of gallons of gasoline burned
13846199-n	chemistry	first, number one: the first or highest in an ordering or series; "He wanted to be the first"
13880704-n	biology chemistry color	scalene triangle: a triangle with no two sides of equal length
13900914-n	chemistry	columella: a small column (or structure resembling a column) that is a part of a plant or animal
13920835-n	animals	condition, status: a state at a particular time; "a condition (or state) of disrepair"; "the current status of the arms negotiations"
13943400-n	chemistry	case, event: a special set of circumstances; "in that event, the first possibility is excluded"; "it may rain in which case the picnic will be canceled"
13947867-n	chemistry	place: proper or appropriate position or location; "a woman's place is no longer in the kitchen"
14048441-n	chemistry	childbed, confinement, labor, labour, lying-in, parturiency, travail: concluding state of pregnancy; from the onset of contractions to the birth of a child; "she was in labor for six hours"
14084709-n	geology	alcaptonuria, alkaptonuria: a rare recessive metabolic anomaly marked by ochronosis and the presence of alkapton in the urine
14095273-n	military physics	flaccid paralysis: weakness or loss of muscle tone resulting from injury or disease of the nerves innervating the muscles
14106609-n	military physics	aortic stenosis: abnormal narrowing of the aortic valve
14110219-n	chemistry military physics	bacteremia, bacteriaemia, bacteriemia: transient presence of bacteria (or other microorganisms) in the blood
14173823-n	chemistry	peritonsillar abscess, quinsy: a painful pus filled inflammation of the tonsils and surrounding tissues; usually a complication of tonsillitis
14233267-n	geology	xanthoma: a skin problem marked by the development (on the eyelids and neck and back) of irregular yellow nodules; sometimes attributable to disturbances of cholesterol metabolism
14237032-n	biology chemistry gastronomy	glioma: a tumor of the brain consisting of neuroglia
14324274-n	religion	agony, excruciation, suffering: a state of acute pain
14333863-n	religion	papule: a small inflamed elevation of skin that is nonsuppurative (as in chicken pox)
14343411-n	time_period	cerebromeningitis, encephalomeningitis, meningoencephalitis: inflammation of the brain and spinal cord and their meninges
14415518-n	metrology transport	detachment, insularism, insularity, insulation: the state of being isolated or detached; "the insulation of England was preserved by the English Channel"
14427065-n	time_period	childhood, puerility: the state of a child between infancy and adolescence
